user_id,first_name,last_name,email,phone,postal_code,registration_date,country,loyalty_tier,lifetime_value
USR-000508,Jennifer,Walker,ymckee@example.net,+1-809-508-5753x7947,14222,2024-03-30,CA,silver,114.55
USR-000509,Jeffery,Scott,smithjustin@example.net,(778)352-3461,21426,2022-02-27,DE,silver,90.9
USR-000510,Lisa,Vasquez,hooversarah@example.com,4106665897,17466,2025-04-11,FR,platinum,38.89
USR-000511,Melanie,Ward,karlarobinson@example.com,504-645-0398x638,49916,2026-07-03,FR,silver,17.13
USR-000512,Veronica,Morrison,millsyolanda@example.com,+1-386-702-9653x283,87375,2026-04-13,DE,platinum,13.99
USR-000513,Andrew,Smith,williamsonlaura@example.net,478.460.1508x33451,79524,2026-07-24,CA,gold,20.47
USR-000514,Julia,Reed,romerojames@example.com,+1-981-647-4250,29647,2024-03-26,CA,silver,21.83
USR-000515,Dean,Hoover,margaret00@example.com,567.875.5005x35760,59790,2022-08-24,UK,silver,21.79
USR-000516,Wendy,Jones,teresaruiz@example.org,(416)632-9566x148,86036,2022-10-24,CA,bronze,63.76
USR-000517,Kevin,Peterson,srose@example.com,+1-357-873-0614x60174,40684,2021-09-23,US,bronze,47.18
USR-000518,Jessica,Brown,markrhodes@example.org,+1-659-262-7838x77765,18073,2022-09-21,CA,gold,36.41
USR-000519,Sheila,Ruiz,campbelldanny@example.org,540.828.2656x529,63242,2023-05-31,UK,platinum,101.93
USR-000520,Guy,Wood,matthew40@example.org,001-649-489-3975x95536,24251,2025-01-12,FR,silver,81.35
USR-000521,Melissa,Green,riveranicole@example.com,(258)639-0187x6927,31957,2024-02-28,UK,bronze,37.99
USR-000522,Mark,Sharp,wbrown@example.net,634.443.0299x73854,37240,2021-11-26,UK,silver,144.37
USR-000523,Christina,Cowan,lori80@example.com,001-568-686-9890x876,86637,2022-06-22,FR,bronze,41.34
USR-000524,Gabriel,Gonzales,wgarcia@example.com,+1-873-478-1561,09017,2025-04-21,CA,silver,53.46
USR-000525,Jason,Randolph,youngallison@example.com,814.803.1916,94653,2022-03-15,CA,silver,173.75
USR-000526,Gene,Francis,iwilliamson@example.net,001-496-476-2182x2479,34269,2024-01-27,FR,bronze,176.66
USR-000527,Denise,Wu,rgonzales@example.com,467-714-8957,60283,2024-04-14,UK,platinum,17.96
USR-000528,Heather,Lee,wendy98@example.org,7936413734,17353,2026-08-01,US,gold,67.53
USR-000529,Timothy,Wiggins,maynardmichael@example.com,222.818.1951x71907,60297,2023-12-18,FR,gold,24.77
USR-000530,Ronald,Contreras,margaretwilson@example.org,(545)738-3364x2550,32590,2022-10-26,US,platinum,103.52
USR-000531,Samantha,Burgess,lisadavis@example.org,(754)967-5914,62265,2021-10-24,US,silver,126.68
USR-000532,Cody,Ballard,wardamanda@example.net,(758)632-0143,49115,2023-07-18,DE,platinum,108.47
USR-000533,Robin,Lee,ngolden@example.net,836.586.3644x49810,99013,2022-04-06,CA,platinum,50.23
USR-000534,Robert,West,anneschultz@example.com,001-404-629-4299x211,59076,2022-11-30,FR,bronze,137.76
USR-000535,Jason,Juarez,brendan97@example.net,(309)493-8721,02928,2022-09-05,CA,bronze,110.06
USR-000536,Edward,Vargas,brianahoover@example.net,8153059547,57461,2024-05-24,DE,silver,220.09
USR-000537,Karen,Sharp,phunt@example.org,500-854-6801x3143,00628,2026-03-08,UK,platinum,29.74
USR-000538,Tristan,Gonzalez,mossdaniel@example.com,895-299-2917x919,79441,2025-12-04,UK,platinum,72.55
USR-000539,Jimmy,Carter,uschneider@example.net,001-220-259-4836,10269,2023-09-15,FR,silver,67.48
USR-000540,April,Rodriguez,petersontina@example.net,760.596.4394,86382,2022-12-08,FR,gold,203.26
USR-000541,Cathy,Clark,smithbrandy@example.org,753-853-0532,98152,2022-06-19,US,gold,91.71
USR-000542,Kyle,Hinton,linkevin@example.net,404.664.8555x1693,04641,2025-10-26,DE,bronze,78.49
USR-000543,Patricia,Fowler,rsherman@example.com,519-335-3910,91414,2023-08-02,UK,gold,137.44
USR-000544,Kayla,Jimenez,webererika@example.com,(518)658-6804,19428,2024-07-20,CA,platinum,116.02
USR-000545,Antonio,Mcguire,markbuck@example.net,+1-957-583-9803x7037,99004,2022-01-05,CA,silver,26.28
USR-000546,Brett,Coffey,sbradley@example.com,753.307.4878x13409,36388,2021-09-03,FR,gold,412.63
USR-000547,Brian,Jones,sanchezmegan@example.com,370-400-4854,89894,2022-07-25,FR,bronze,863.53
USR-000548,John,Schaefer,baxterbrandi@example.net,325-453-9625x56144,87423,2026-05-29,UK,gold,63.17
USR-000549,Kathryn,Chan,dbrown@example.net,821.352.9417,15008,2022-01-30,UK,bronze,90.69
USR-000550,Melissa,Robertson,ericchristensen@example.org,+1-365-226-1216x694,00742,2021-12-26,CA,silver,29.91
USR-000551,Fred,Clark,martinezshawn@example.com,556-673-2383x68414,37404,2023-07-27,CA,silver,23.06
USR-000552,Geoffrey,Pham,bradyjoseph@example.net,+1-405-338-9059x5094,57647,2024-04-26,FR,platinum,13.7
USR-000553,Ray,Rivera,fvasquez@example.org,001-987-327-4105x915,49407,2023-04-20,FR,silver,44.03
USR-000554,Christopher,Collins,jennifer52@example.net,(943)452-2173x28424,74756,2024-04-10,DE,bronze,30.58
USR-000555,Elizabeth,Johnson,christinaschneider@example.com,(765)913-4204,68094,2025-05-15,UK,bronze,45.51
USR-000556,Vanessa,Sanchez,michael62@example.net,(330)530-2413x001,09140,2023-01-04,US,silver,82.3
USR-000557,Kevin,Parker,campbellsteven@example.com,905.859.2277x02604,82152,2026-04-12,UK,platinum,16.66
USR-000558,Thomas,Silva,wdominguez@example.com,+1-896-941-1350x76499,22507,2025-02-07,FR,gold,27.69
USR-000559,Jasmine,Lee,chunter@example.com,419-247-5052,12972,2021-12-06,UK,platinum,117.41
USR-000560,Nicole,Kramer,aolsen@example.net,522-359-3323x8143,53753,2026-01-29,FR,platinum,12.5
USR-000561,Stephanie,Reynolds,nrodgers@example.net,744.369.7071x1989,14911,2022-03-11,CA,bronze,49.07
USR-000562,Troy,Orr,johnbrown@example.org,415.658.6026x4236,44923,2025-08-03,US,bronze,149.43
USR-000563,Amanda,Baird,nyang@example.com,747-987-5080,82692,2021-12-05,DE,platinum,170.23
USR-000564,Pamela,Fuentes,orice@example.com,500-927-4894x244,80118,2025-09-24,DE,gold,24.97
USR-000565,Richard,Patterson,mitchellamber@example.com,001-571-618-8161x8277,58880,2023-12-03,FR,platinum,18.11
USR-000566,Brianna,Kim,nicholas27@example.org,001-531-788-1567x541,36845,2024-09-28,UK,platinum,21.0
USR-000567,Nancy,Bell,oharper@example.org,001-379-907-7045x5300,26170,2022-02-13,UK,bronze,15.79
USR-000568,Sarah,Garcia,wjackson@example.net,(612)298-5672,48568,2023-06-07,DE,gold,64.73
USR-000569,Kristin,Herman,markmassey@example.com,648.456.5264x2437,66729,2025-04-29,FR,silver,38.78
USR-000570,Kimberly,Johnson,brettjones@example.com,996-807-2652x0148,06674,2024-09-19,US,platinum,42.8
USR-000571,Shannon,Hall,nathanielbrown@example.org,(719)256-9320,55875,2025-03-30,US,silver,27.8
USR-000572,Bobby,English,hlozano@example.net,001-358-384-4523x6494,97848,2021-09-26,UK,gold,13.94
USR-000573,Arthur,Oneal,antoniohudson@example.com,(304)806-2321x5175,62468,2024-07-21,FR,platinum,25.12
USR-000574,Harold,Ray,rogersrussell@example.org,643-542-2070,10812,2025-07-21,FR,platinum,9.44
USR-000575,Brandon,Gibson,gabrielhoffman@example.com,+1-295-389-3674x286,64221,2025-06-21,DE,silver,104.95
USR-000576,Tracey,Vazquez,hcontreras@example.com,788.401.1130,90552,2026-04-10,CA,platinum,166.17
USR-000577,Edward,Clark,michaelhanna@example.org,877.550.4480,82969,2022-07-15,FR,silver,14.35
USR-000578,Joshua,Maldonado,adunn@example.org,512-561-6554x279,86836,2024-07-17,US,platinum,182.75
USR-000579,Taylor,Anderson,ellen16@example.net,001-304-276-1029x6544,99798,2025-08-01,DE,platinum,25.15
USR-000580,James,Marshall,jacksondonna@example.com,4506356237,52535,2024-12-09,CA,gold,21.2
USR-000581,Kelsey,Hendrix,ismith@example.com,419-490-6563,88750,2023-08-16,FR,gold,57.9
USR-000582,Cassie,Hodges,olsenwilliam@example.org,(659)427-2916,19615,2022-04-03,US,platinum,8.58
USR-000583,Melanie,Thomas,john41@example.net,757.561.7657x224,57648,2023-10-07,DE,platinum,29.02
USR-000584,Victor,Castro,wendycampbell@example.net,437.883.6159,54849,2024-03-19,US,gold,54.19
USR-000585,Patrick,Holmes,olsonmike@example.com,500.802.2750,86879,2025-09-03,CA,gold,628.67
USR-000586,Juan,Russo,annyoung@example.org,514.421.3747x279,83189,2022-04-27,FR,bronze,34.78
USR-000587,Rickey,Cummings,morgan54@example.org,962.493.3698x3240,68011,2022-01-11,US,silver,167.61
USR-000588,Victoria,Calderon,mccoyelizabeth@example.org,+1-580-898-0988x04093,95289,2022-06-27,FR,silver,38.09
USR-000589,Dwayne,Adams,mark22@example.com,(394)726-7327x222,46154,2022-10-17,US,platinum,27.3
USR-000590,Luke,Waters,lmontgomery@example.org,001-829-474-5116x51608,39320,2025-10-08,US,silver,88.38
USR-000591,Krista,Koch,jamescoleman@example.net,9573529664,89655,2022-01-25,FR,platinum,46.66
USR-000592,Christopher,Gaines,dominiquechavez@example.org,001-891-791-8465x5063,08804,2026-06-15,US,gold,153.81
USR-000593,Stephen,Mclaughlin,xbanks@example.com,+1-499-519-6697x602,50077,2022-12-22,CA,bronze,54.89
USR-000594,Kirk,Fletcher,gina43@example.com,+1-904-934-2491x62631,62022,2025-06-03,CA,gold,137.31
USR-000595,Jean,Hill,dustinhodge@example.net,521-397-3819x0347,59968,2023-03-27,DE,gold,19.12
USR-000596,Anthony,Thompson,amber85@example.org,833.527.1045x35135,88591,2025-02-23,CA,silver,94.76
USR-000597,Wendy,Jones,mmccarty@example.net,+1-416-733-5471x5433,40175,2022-02-20,FR,gold,22.43
USR-000598,Lauren,Stephens,hannahthomas@example.com,+1-629-794-5802,60907,2022-03-12,DE,gold,126.02
USR-000599,Angela,Berry,avilaelizabeth@example.net,662-754-9931,33112,2025-04-02,DE,silver,90.08
USR-000600,Matthew,Gonzalez,orodriguez@example.com,946.216.1605x433,63952,2025-05-13,CA,silver,107.6
USR-000601,Laura,Guerra,iharrison@example.com,001-647-206-9531x217,87407,2025-01-15,US,gold,13.77
USR-000602,Christy,Hayes,jgriffin@example.org,918-762-9319x167,97938,2025-01-18,CA,gold,64.48
USR-000603,Angela,Vaughn,aoconnell@example.org,+1-325-853-1755x046,15206,2023-01-28,FR,bronze,25.63
USR-000604,Jesus,Singleton,brandon97@example.org,(475)745-7690x9414,87018,2025-05-13,CA,silver,71.49
USR-000605,Christina,Long,dbyrd@example.org,955.528.8231x32996,40960,2022-08-13,FR,bronze,14.74
USR-000606,Michael,Lyons,christina19@example.com,001-976-838-5869x22543,26210,2023-09-16,FR,bronze,111.07
USR-000607,Gregory,Crawford,murraydarrell@example.com,(735)495-5394x506,80050,2022-12-02,UK,platinum,28.95
USR-000608,Robert,Casey,lawsonjessica@example.net,(685)554-1793,11661,2023-03-01,DE,gold,76.53
USR-000609,Ashlee,Wilson,reneekelly@example.com,001-209-667-6242x8574,03461,2026-05-06,DE,platinum,54.16
USR-000610,Mitchell,Garner,dfields@example.org,954.976.6307,42505,2021-12-26,FR,bronze,65.59
USR-000611,Deanna,Aguilar,wpadilla@example.org,+1-340-372-3461x504,65909,2021-11-07,US,platinum,111.66
USR-000612,Eric,Hernandez,matthewsmackenzie@example.org,001-939-400-2950x11474,81359,2024-06-18,US,gold,65.96
USR-000613,Jeanette,Kidd,david78@example.org,001-690-649-7574x568,18379,2025-09-22,FR,bronze,62.05
USR-000614,Jesse,Clark,kimberlyrosales@example.net,+1-546-251-9034,73790,2022-04-16,FR,platinum,29.73
USR-000615,Christopher,Williams,znorton@example.net,001-544-690-3593x41773,94649,2025-01-14,FR,platinum,40.88
USR-000616,Jesus,Potter,kruegerjade@example.com,882-518-2160,75077,2022-06-05,CA,bronze,87.85
USR-000617,Jeffrey,Rice,omurray@example.net,211.408.0238x83697,88336,2025-07-26,CA,silver,85.95
USR-000618,Shannon,Andrade,kimberlyhenderson@example.com,+1-811-493-5472x86399,40630,2025-08-21,CA,bronze,83.98
USR-000619,Elizabeth,Hall,tammy20@example.org,275-291-4509,86339,2022-07-23,UK,bronze,79.68
USR-000620,Emily,Wang,adrianabennett@example.org,+1-453-991-0673x338,50832,2026-06-15,US,silver,64.93
USR-000621,Luis,Robinson,amber02@example.net,796-468-9923x8585,04068,2021-12-20,US,silver,32.05
USR-000622,Erin,Rodriguez,erika44@example.net,579-420-7405x1870,22791,2022-02-11,FR,bronze,64.74
USR-000623,Denise,Bryant,andersonkimberly@example.net,+1-598-939-1032x0410,17702,2024-02-22,CA,silver,35.12
USR-000624,Carlos,Archer,vjackson@example.com,251-426-3700x79633,21257,2023-05-07,CA,silver,16.71
USR-000625,Steven,Jordan,davidmartin@example.com,(721)833-4595x82956,21422,2021-12-02,DE,gold,73.99
USR-000626,Stephanie,Harper,megan09@example.net,001-844-514-7537,99497,2023-11-11,US,silver,77.13
USR-000627,Angela,Mckinney,michaelbutler@example.com,001-285-786-4766x95577,15916,2024-05-28,DE,gold,46.57
USR-000628,Michelle,Everett,fostercarol@example.net,(945)211-5905x92568,41186,2025-12-19,FR,silver,36.38
USR-000629,Roger,Gray,cwilliamson@example.net,+1-404-766-0638,04651,2025-03-08,DE,platinum,34.69
USR-000630,Curtis,Thomas,zrivera@example.net,+1-420-692-2521x2380,35294,2025-02-06,CA,silver,21.75
USR-000631,Patrick,Benitez,rachaelgray@example.com,001-714-687-4971x5129,48958,2025-05-16,US,gold,20.57
USR-000632,Ann,Allen,jeffrey35@example.net,+1-449-499-9169x53595,72606,2025-03-07,UK,silver,87.09
USR-000633,Denise,Morris,victoriaduncan@example.org,381-374-9731,38135,2026-01-26,FR,silver,59.65
USR-000634,Rodney,Clark,cunninghamchelsey@example.org,9506459619,08574,2021-09-28,UK,gold,17.96
USR-000635,Janet,Jensen,kimberly34@example.net,459-842-1042x0841,42514,2022-12-16,FR,silver,192.02
USR-000636,Barry,Marshall,vthompson@example.org,001-954-915-1909x375,00792,2026-07-07,CA,gold,107.32
USR-000637,Melissa,Clayton,bsandoval@example.net,(516)894-1351x2848,79268,2023-03-03,FR,platinum,11.0
USR-000638,Kimberly,Ward,amanda27@example.com,001-606-299-2269x1569,57512,2026-01-13,DE,bronze,134.51
USR-000639,Melissa,Newman,bcoleman@example.org,(835)312-0945,44322,2026-05-12,DE,platinum,80.95
USR-000640,Taylor,Padilla,nicole85@example.net,+1-963-237-5984x91387,15311,2024-05-29,CA,silver,74.24
USR-000641,Christopher,Logan,wilsonjerry@example.com,+1-252-933-1432x417,99912,2025-05-31,UK,gold,46.5
USR-000642,Duane,Gordon,vallen@example.net,690.681.3220x8220,68535,2023-01-26,DE,platinum,64.25
USR-000643,Lisa,Allen,daniel78@example.net,464-795-7104,82048,2024-07-23,CA,platinum,100.31
USR-000644,Alexis,Casey,williammartin@example.com,001-217-501-8313x77434,08270,2025-10-19,UK,bronze,23.2
USR-000645,Joanne,Kennedy,martinroman@example.org,333.735.8136x8220,20942,2024-09-01,CA,gold,47.98
USR-000646,Sara,Tucker,stran@example.com,(211)467-0062,14364,2025-09-20,FR,silver,131.95
USR-000647,Joseph,Bryant,ureynolds@example.net,+1-553-662-9213x5011,34093,2026-03-23,DE,gold,22.78
USR-000648,Nicholas,Ellison,anthony29@example.org,648.999.4549x49725,19732,2024-11-23,FR,silver,75.75
USR-000649,Kathryn,Roberts,kristin42@example.net,675-863-9490,43173,2022-02-08,FR,platinum,60.95
USR-000650,Justin,Green,xbenson@example.com,881-745-2528x8864,02752,2026-01-10,FR,gold,32.74
USR-000651,Cheryl,Jacobson,john17@example.net,521-539-1369x9754,64421,2024-01-10,US,platinum,435.51
USR-000652,Paula,Anderson,xrojas@example.com,(524)612-5038,99757,2022-02-02,US,gold,70.99
USR-000653,Keith,Taylor,theresafoley@example.org,2742197537,56809,2022-10-13,CA,platinum,51.16
USR-000654,Jimmy,Stark,nhurley@example.org,(421)808-5837x558,30171,2022-05-25,UK,platinum,343.39
USR-000655,Christopher,Munoz,natasha08@example.net,(489)398-1811x994,65632,2025-09-10,DE,silver,93.29
USR-000656,Jennifer,Young,kimberlysmith@example.com,639.955.3433,93861,2022-02-04,FR,gold,66.53
USR-000657,Caitlin,Anderson,nelsonmaria@example.net,+1-832-542-4300x91731,29540,2022-04-09,DE,gold,73.3
USR-000658,Deborah,Smith,khubbard@example.com,978-839-0712x125,79161,2026-07-11,DE,bronze,83.62
USR-000659,Brendan,Turner,carrollwesley@example.net,(972)844-9520,75282,2024-07-07,FR,bronze,102.98
USR-000660,Lisa,Kelly,christophervilla@example.net,278.295.1665x018,49316,2022-12-25,UK,platinum,11.22
USR-000661,Teresa,Walton,dkim@example.org,+1-823-816-2575x10003,98857,2024-04-15,FR,gold,100.99
USR-000662,Thomas,Collins,pchaney@example.net,371-484-5816x302,78127,2025-08-17,DE,platinum,15.79
USR-000663,Amanda,Lee,toniwells@example.org,911-229-8031x02623,48070,2021-10-14,CA,silver,59.04
USR-000664,Kimberly,Nunez,ericamoore@example.org,001-525-346-5476,57189,2024-08-11,CA,silver,135.0
USR-000665,Kenneth,Gomez,clarkmatthew@example.com,001-842-937-2466x7622,51598,2021-12-20,FR,platinum,80.91
USR-000666,Kevin,Alexander,ramirezmichael@example.com,(424)720-5964,38377,2024-08-16,FR,silver,43.04
USR-000667,Amanda,Bennett,timothywilliamson@example.net,(703)848-9731x1601,45487,2022-10-10,US,platinum,198.46
USR-000668,Nicole,Morrison,saradavis@example.net,+1-254-824-0150x4379,72336,2021-09-25,US,bronze,24.27
USR-000669,Linda,Allen,patricia83@example.com,454-787-5979x974,96662,2023-01-24,DE,silver,8.87
USR-000670,Fernando,Carpenter,simonmelanie@example.org,(982)875-6849x7850,63573,2026-03-27,US,silver,8.34
USR-000671,Kathryn,Hall,cookadam@example.com,989.345.1193x246,85134,2025-03-04,CA,gold,80.26
USR-000672,Anna,Watkins,nrogers@example.com,700-329-5963,73834,2025-11-02,US,silver,116.95
USR-000673,Michael,Brown,lisawilliams@example.net,661.330.1446,81998,2026-05-23,DE,gold,65.62
USR-000674,Eric,Elliott,chad03@example.com,358.906.9328x9401,10673,2025-10-06,DE,platinum,70.97
USR-000675,Nicole,Christensen,djohnson@example.org,446.979.0877x37316,45725,2024-08-25,UK,gold,94.78
USR-000676,Tracy,Gutierrez,millerallen@example.com,+1-497-774-0097x0183,83039,2024-12-24,UK,bronze,68.62
USR-000677,Kimberly,James,stephensnicholas@example.org,353.470.0700x10222,92544,2023-08-01,UK,bronze,35.25
USR-000678,Maria,Sawyer,floresmegan@example.org,318-216-9349,50574,2026-03-08,UK,platinum,108.35
USR-000679,Samuel,Holmes,ccameron@example.org,894-611-6328x2251,18211,2026-03-01,DE,bronze,20.55
USR-000680,Sally,Giles,cmartinez@example.org,817-702-5449,43340,2021-10-12,DE,silver,44.74
USR-000681,Eric,Hill,rachelmiller@example.net,+1-425-648-0575x95024,85808,2025-06-09,FR,gold,150.83
USR-000682,Robert,Sanchez,harry17@example.net,448-277-1320x20613,31316,2022-02-17,FR,gold,21.79
USR-000683,Alexandria,Cole,hramirez@example.org,(287)680-7390,80735,2023-10-06,CA,platinum,86.34
USR-000684,Anthony,Lane,cbutler@example.com,(396)202-9649,34188,2025-07-25,UK,bronze,39.43
USR-000685,Trevor,Riggs,lydia95@example.com,684-446-5771x37153,61526,2024-02-11,CA,gold,110.94
USR-000686,Brandi,Reid,adrianasweeney@example.org,(427)966-5484,40493,2025-06-12,CA,gold,23.65
USR-000687,Kaylee,Roberts,vbarker@example.net,603-700-2143x665,26878,2024-05-16,DE,silver,51.24
USR-000688,Angela,Lucero,derekwright@example.com,001-933-756-6822x8965,40250,2024-08-16,CA,bronze,30.03
USR-000689,Cynthia,Beck,maureenmendez@example.org,933-976-1915,01553,2022-02-05,DE,bronze,37.47
USR-000690,Lance,Davis,kellykelsey@example.org,+1-762-931-5394x2811,95190,2026-03-14,FR,silver,10.05
USR-000691,Matthew,Ray,bennettrachel@example.com,+1-350-257-9215x1098,04489,2024-10-28,DE,platinum,66.86
USR-000692,Melissa,Phillips,johnsonstephen@example.org,(806)556-9427,73063,2021-08-23,US,silver,18.04
USR-000693,Cynthia,Thompson,sarahsavage@example.com,(331)614-3107x53987,14758,2022-12-07,CA,platinum,53.94
USR-000694,Tiffany,Lopez,dennis30@example.com,+1-746-614-3838x16742,07200,2023-05-19,US,silver,12.59
USR-000695,Justin,Wells,angelasilva@example.com,428-497-2459x79898,38215,2023-04-20,UK,bronze,266.56
USR-000696,Heather,Johnson,edward00@example.org,299-761-1778x5453,58196,2025-02-13,US,gold,33.26
USR-000697,Amy,Cruz,tiffanyjordan@example.org,739.553.0025,78468,2023-04-11,US,bronze,27.65
USR-000698,Donna,Cline,richard37@example.com,+1-331-325-2458x70131,58815,2023-05-11,FR,platinum,30.96
USR-000699,Tracy,Estrada,angela62@example.com,001-621-551-5694,73009,2024-01-30,US,platinum,89.98
USR-000700,Amy,Jones,hallstephanie@example.net,458.791.0548,57283,2022-05-25,DE,bronze,73.49
USR-000701,Regina,Lewis,mhartman@example.net,001-631-461-2099x28687,87879,2025-01-28,UK,silver,33.82
USR-000702,Timothy,Garcia,randygonzales@example.org,3974506699,96552,2024-05-02,US,platinum,102.6
USR-000703,Tammy,Rojas,annette44@example.org,(449)833-1115x68540,98610,2025-10-26,US,silver,75.18
USR-000704,Cory,Williams,baldwinkaren@example.com,323.851.8522,46914,2023-08-06,US,gold,46.59
USR-000705,James,Jacobson,pnavarro@example.net,771.948.4544x30074,97243,2024-01-17,UK,bronze,24.9
USR-000706,Samantha,Martinez,rachel51@example.net,816.533.2533,05712,2023-04-07,US,bronze,37.18
USR-000707,Jessica,Ford,dpowell@example.com,8257076660,03028,2024-03-07,DE,platinum,52.79
USR-000708,Michael,Hernandez,fryrobert@example.net,(255)632-6474x14124,26124,2024-06-12,US,gold,27.75
USR-000709,Abigail,Robertson,lucascobb@example.com,3008182087,83361,2022-09-07,CA,bronze,46.73
USR-000710,Paige,Martinez,jenniferperkins@example.net,(371)991-8993,79659,2022-03-30,FR,silver,6.5
USR-000711,Robert,Smith,marshallmichael@example.com,001-601-380-8675x2262,44251,2022-03-31,FR,silver,30.21
USR-000712,April,Walker,meadowsvalerie@example.com,(351)577-3131x97493,43250,2022-04-16,UK,platinum,25.73
USR-000713,Teresa,Manning,ymcbride@example.com,393-876-5118x25665,28615,2024-08-01,FR,gold,18.93
USR-000714,Stephen,Harrison,johnathan36@example.org,+1-513-641-3503,53224,2021-08-30,CA,silver,77.01
USR-000715,Thomas,Frey,gsingleton@example.com,474-346-5448x21873,99872,2022-03-28,FR,platinum,30.5
USR-000716,Mark,Nguyen,rmullen@example.org,001-750-831-5134x65086,81720,2024-05-31,FR,gold,8.91
USR-000717,Roy,Mcgee,smccormick@example.com,813.741.2538x3410,60627,2025-09-26,UK,gold,23.82
USR-000718,Derek,Cross,yfisher@example.com,(620)667-0393x36777,12947,2021-10-08,FR,platinum,11.14
USR-000719,Jill,Braun,james71@example.net,001-918-320-0340x93582,64153,2022-08-04,FR,platinum,48.84
USR-000720,Jessica,Taylor,clarkelizabeth@example.com,(964)665-1847x8879,46331,2025-11-14,UK,platinum,47.05
USR-000721,Connie,Swanson,steven97@example.org,249-817-9461,77690,2025-02-22,US,gold,11.46
USR-000722,Shelby,Marsh,cole83@example.org,001-278-566-8689x98420,25048,2026-04-25,DE,silver,24.36
USR-000723,Sheila,Rivera,wendyhumphrey@example.org,711-442-0765x133,74275,2023-01-05,UK,silver,165.5
USR-000724,Nathaniel,Kim,jennifermccoy@example.net,(810)984-9297x04538,52724,2021-12-13,UK,platinum,190.34
USR-000725,Heather,Bradley,jhenry@example.org,+1-535-645-6143x1538,73701,2025-09-19,UK,bronze,11.93
USR-000726,Danielle,Parrish,john12@example.org,6853904002,89290,2023-11-10,DE,silver,41.81
USR-000727,Jason,Moran,nicoleyates@example.net,931.334.2414,67685,2024-06-18,FR,bronze,74.92
USR-000728,Timothy,Mckenzie,meganmalone@example.com,+1-442-392-1017x274,93370,2023-04-22,UK,bronze,10.39
USR-000729,Christopher,Castillo,tracey79@example.com,313.824.0496,92132,2024-10-27,UK,silver,78.54
USR-000730,Cynthia,Davis,emyers@example.org,957-706-5868x623,91766,2025-05-10,DE,gold,160.68
USR-000731,Steven,Lowe,emartinez@example.net,001-993-291-7670,00690,2022-03-27,UK,silver,30.88
USR-000732,Deborah,Ray,vhampton@example.com,252-878-4300x3987,38097,2023-09-20,DE,silver,157.26
USR-000733,Stephanie,Bass,joan18@example.com,+1-249-587-4932,95095,2024-07-05,CA,silver,53.34
USR-000734,Garrett,Tran,bmason@example.net,+1-237-455-7854x57653,34666,2025-05-04,UK,bronze,41.63
USR-000735,Robert,Harris,walkeredward@example.com,250.641.2266x435,41814,2023-06-14,DE,platinum,59.96
USR-000736,Jocelyn,Newman,coreycarrillo@example.org,+1-266-922-4776x03828,09711,2021-11-27,UK,silver,141.56
USR-000737,Drew,Stewart,onelson@example.com,+1-593-599-6979x3393,95455,2022-07-31,FR,gold,54.63
USR-000738,Sean,Jordan,andreahogan@example.net,001-882-358-1738,50163,2023-05-06,FR,bronze,47.02
USR-000739,Julia,Wright,henrymaria@example.net,001-293-878-7352x199,68188,2022-11-18,FR,silver,30.13
USR-000740,Robin,Powell,sarahhickman@example.org,+1-395-208-6722x662,59420,2023-08-16,CA,bronze,44.58
USR-000741,Stephen,Pollard,qnixon@example.net,997.618.1905,56888,2024-02-10,CA,bronze,56.22
USR-000742,Kristin,Kline,jeffward@example.net,640.962.4261x0332,65787,2022-07-17,DE,bronze,134.2
USR-000743,Michael,Rice,kimberly19@example.net,(961)832-9406x35724,27225,2024-08-07,DE,bronze,51.79
USR-000744,Michael,Cannon,hguerrero@example.com,2072284385,76384,2024-09-17,US,bronze,22.12
USR-000745,Brianna,Dixon,slam@example.net,(645)905-1490,98495,2022-09-20,DE,bronze,60.36
USR-000746,Jennifer,Freeman,jeremiah45@example.org,(449)496-1077x9977,21564,2022-04-23,UK,silver,186.63
USR-000747,Ruben,Berg,fcross@example.com,730.202.7027,62924,2025-10-25,CA,gold,119.47
USR-000748,Linda,Terrell,sgallagher@example.com,001-293-380-5145x386,57496,2024-03-07,CA,gold,212.8
USR-000749,Monique,Moore,jimenezmonica@example.org,5694915585,19329,2025-12-08,FR,silver,30.62
USR-000750,Jonathan,Kelly,nmorgan@example.org,(714)389-4413,59119,2023-08-12,UK,platinum,72.22
USR-000751,Carol,Clark,allenchristian@example.com,001-759-307-0569,02207,2025-10-19,FR,gold,15.68
USR-000752,Lynn,Clark,curtisbryce@example.org,474.308.1173x06993,36597,2023-03-04,FR,gold,56.03
USR-000753,Amy,Small,ktaylor@example.org,7282405218,42498,2023-07-09,US,silver,114.11
USR-000754,Brett,Walls,duncanedward@example.com,3486589654,36197,2026-05-30,DE,gold,61.18
USR-000755,Brooke,Allen,tgomez@example.com,692-970-5487,05341,2023-04-14,DE,platinum,102.02
USR-000756,Oscar,Walker,bassphilip@example.org,001-544-761-5012,07399,2023-09-08,CA,gold,33.61
USR-000757,Courtney,Heath,xhuff@example.org,(590)985-5765x789,75596,2025-02-06,US,platinum,21.49
USR-000758,John,Davis,tony37@example.org,001-290-335-2196,04027,2022-04-17,FR,bronze,20.47
USR-000759,Roberto,Harrington,wjones@example.com,(443)821-1190,85440,2023-09-08,FR,bronze,84.72
